tipo      	data       	descricao                          	uf 	municipio                          	codigo ibge
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MA 	HUMBERTO DE CAMPOS                 	2105005   
MUNICIPAL 	15/10/2020 	FERIADO RELIGIOSO                  	MA 	IMPERATRIZ                         	2105302   
MUNICIPAL 	06/08/2020 	FERIADO RELIGIOSO                  	MA 	ITINGA DO MARANHAO                 	2105427   
MUNICIPAL 	29/03/2020 	FERIADO RELIGIOSO                  	MA 	LAGO DA PEDRA                      	2105708   
MUNICIPAL 	04/10/2020 	FERIADO RELIGIOSO                  	MA 	LAGO DA PEDRA                      	2105708   
MUNICIPAL 	20/01/2020 	FERIADO RELIGIOSO                  	MA 	MATOES                             	2106607   
MUNICIPAL 	27/08/2020 	FERIADO MUNICIPAL                  	MA 	MATOES                             	2106607   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MA 	MATOES                             	2106607   
MUNICIPAL 	29/06/2020 	FERIADO MUNICIPAL                  	MA 	PEDREIRAS                          	2108207   
MUNICIPAL 	31/07/2020 	FERIADO RELIGIOSO                  	MA 	PINHEIRO                           	2108603   
MUNICIPAL 	20/01/2020 	FERIADO RELIGIOSO                  	MA 	PRESIDENTE DUTRA                   	2109106   
MUNICIPAL 	21/01/2020 	FERIADO RELIGIOSO                  	MA 	SANTA INES                         	2109908   
MUNICIPAL 	13/12/2020 	FERIADO RELIGIOSO                  	MA 	SANTA LUZIA                        	2110005   
MUNICIPAL 	13/12/2020 	FERIADO RELIGIOSO                  	MA 	SANTA LUZIA DO PARUA               	2110039   
MUNICIPAL 	11/07/2020 	FERIADO RELIGIOSO                  	MA 	SAO BENTO                          	2110500   
MUNICIPAL 	16/08/2020 	FERIADO RELIGIOSO                  	MA 	SAO BENTO                          	2110500   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MA 	SAO BENTO                          	2110500   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MA 	SAO DOMINGOS DO MARANHAO           	2110708   
MUNICIPAL 	19/03/2020 	FERIADO RELIGIOSO                  	MA 	SAO JOSE DE RIBAMAR                	2111201   
MUNICIPAL 	29/06/2020 	FERIADO RELIGIOSO                  	MA 	SAO JOSE DE RIBAMAR                	2111201   
MUNICIPAL 	29/06/2020 	FERIADO RELIGIOSO                  	MA 	SAO LUIS                           	2111300   
MUNICIPAL 	08/09/2020 	FERIADO RELIGIOSO                  	MA 	SAO LUIS                           	2111300   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MA 	SAO LUIS                           	2111300   
MUNICIPAL 	21/09/2020 	FERIADO RELIGIOSO                  	MA 	SAO MATEUS DO MARANHAO             	2111508   
MUNICIPAL 	19/03/2020 	FERIADO RELIGIOSO                  	MA 	TIMON                              	2112209   
MUNICIPAL 	29/06/2020 	FERIADO RELIGIOSO                  	MA 	TUTOIA                             	2112506   
MUNICIPAL 	08/09/2020 	FERIADO RELIGIOSO                  	MA 	TUTOIA                             	2112506   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MA 	TUTOIA                             	2112506   
MUNICIPAL 	08/09/2020 	FERIADO RELIGIOSO                  	MA 	URBANO SANTOS                      	2112605   
MUNICIPAL 	08/09/2020 	FERIADO RELIGIOSO                  	MA 	VIANA                              	2112803   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MA 	VIANA                              	2112803   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	MA 	ZE DOCA                            	2114007   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	MG 	ABAETE                             	3100203   
MUNICIPAL 	13/07/2020 	FERIADO MUNICIPAL                  	MG 	ABAETE                             	3100203   
MUNICIPAL 	24/06/2020 	FERIADO RELIGIOSO                  	MG 	AGUAS FORMOSAS                     	3100906   
MUNICIPAL 	15/07/2020 	FERIADO RELIGIOSO                  	MG 	AGUAS FORMOSAS                     	3100906   
MUNICIPAL 	16/07/2020 	FERIADO RELIGIOSO                  	MG 	AIMORES                            	3101102   
MUNICIPAL 	19/03/2020 	FERIADO RELIGIOSO                  	MG 	ALEM PARAIBA                       	3101508   
MUNICIPAL 	19/03/2020 	FERIADO RELIGIOSO                  	MG 	ALFENAS                            	3101607   
MUNICIPAL 	26/02/2020 	FERIADO MUNICIPAL                  	MG 	ALMENARA                           	3101706   
MUNICIPAL 	24/06/2020 	FERIADO RELIGIOSO                  	MG 	ALMENARA                           	3101706   
MUNICIPAL 	20/01/2020 	FERIADO RELIGIOSO                  	MG 	ANDRADAS                           	3102605   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	MG 	ARACUAI                            	3103405   
MUNICIPAL 	21/09/2020 	FERIADO RELIGIOSO                  	MG 	ARACUAI                            	3103405   
MUNICIPAL 	06/08/2020 	FERIADO RELIGIOSO                  	MG 	ARAGUARI                           	3103504   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	ARAGUARI                           	3103504   
MUNICIPAL 	08/08/2020 	FERIADO RELIGIOSO                  	MG 	ARAXA                              	3104007   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	ARAXA                              	3104007   
MUNICIPAL 	16/07/2020 	FERIADO RELIGIOSO                  	MG 	ARCOS                              	3104205   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	ARCOS                              	3104205   
MUNICIPAL 	26/07/2020 	FERIADO RELIGIOSO                  	MG 	BAMBUI                             	3105103   
MUNICIPAL 	27/11/2020 	FERIADO RELIGIOSO                  	MG 	BAMBUI                             	3105103   
MUNICIPAL 	24/06/2020 	FERIADO RELIGIOSO                  	MG 	BARAO DE COCAIS                    	3105400   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MG 	BARAO DE COCAIS                    	3105400   
MUNICIPAL 	15/09/2020 	FERIADO RELIGIOSO                  	MG 	BARBACENA                          	3105608   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	MG 	BARBACENA                          	3105608   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	BELO HORIZONTE                     	3106200   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MG 	BELO HORIZONTE                     	3106200   
MUNICIPAL 	15/09/2020 	FERIADO RELIGIOSO                  	MG 	BELO ORIENTE                       	3106309   
MUNICIPAL 	16/07/2020 	FERIADO RELIGIOSO                  	MG 	BETIM                              	3106705   
MUNICIPAL 	15/09/2020 	FERIADO RELIGIOSO                  	MG 	BOA ESPERANCA                      	3107109   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MG 	BOA ESPERANCA                      	3107109   
MUNICIPAL 	17/08/2020 	FERIADO RELIGIOSO                  	MG 	BOM DESPACHO                       	3107406   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	MG 	BOM DESPACHO                       	3107406   
MUNICIPAL 	20/01/2020 	FERIADO MUNICIPAL                  	MG 	BRASILIA DE MINAS                  	3108602   
MUNICIPAL 	26/07/2020 	FERIADO RELIGIOSO                  	MG 	BRASILIA DE MINAS                  	3108602   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	MG 	BRASILIA DE MINAS                  	3108602   
MUNICIPAL 	20/01/2020 	FERIADO RELIGIOSO                  	MG 	BRUMADINHO                         	3109006   
MUNICIPAL 	24/09/2020 	FERIADO RELIGIOSO                  	MG 	BRUMADINHO                         	3109006   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	MG 	BRUMADINHO                         	3109006   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	CAETE                              	3110004   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	MG 	CAETE                              	3110004   
MUNICIPAL 	16/07/2020 	FERIADO RELIGIOSO                  	MG 	CAMBUI                             	3110608   
MUNICIPAL 	27/11/2020 	FERIADO MUNICIPAL                  	MG 	CAMPINA VERDE                      	3111101   
MUNICIPAL 	06/08/2020 	FERIADO RELIGIOSO                  	MG 	CAMPO BELO                         	3111200   
MUNICIPAL 	16/07/2020 	FERIADO RELIGIOSO                  	MG 	CAMPOS GERAIS                      	3111606   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	MG 	CAMPOS GERAIS                      	3111606   
MUNICIPAL 	19/03/2020 	FERIADO RELIGIOSO                  	MG 	CARAI                              	3113008   
MUNICIPAL 	26/06/2020 	FERIADO RELIGIOSO                  	MG 	CARANDAI                           	3113206   
MUNICIPAL 	26/07/2020 	FERIADO RELIGIOSO                  	MG 	CARANDAI                           	3113206   
MUNICIPAL 	13/12/2020 	FERIADO RELIGIOSO                  	MG 	CARANGOLA                          	3113305   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	MG 	CARATINGA                          	3113404   
MUNICIPAL 	20/01/2020 	FERIADO RELIGIOSO                  	MG 	CARLOS CHAGAS                      	3113701   
MUNICIPAL 	20/01/2020 	FERIADO RELIGIOSO                  	MG 	CARMO DO PARANAIBA                 	3114303   
MUNICIPAL 	16/07/2020 	FERIADO RELIGIOSO                  	MG 	CARMO DO PARANAIBA                 	3114303   
MUNICIPAL 	22/05/2020 	FERIADO RELIGIOSO                  	MG 	CASSIA                             	3115102   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	MG 	CASSIA                             	3115102   
MUNICIPAL 	22/05/2020 	FERIADO RELIGIOSO                  	MG 	CATAGUASES                         	3115300   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	CAXAMBU                            	3115508   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	MG 	CLAUDIO                            	3116605   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	CONGONHAS                          	3118007   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MG 	CONGONHAS                          	3118007   
MUNICIPAL 	19/06/2020 	FERIADO RELIGIOSO                  	MG 	CONSELHEIRO LAFAIETE               	3118304   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MG 	CONSELHEIRO LAFAIETE               	3118304   
MUNICIPAL 	19/03/2020 	FERIADO RELIGIOSO                  	MG 	CONSELHEIRO PENA                   	3118403   
MUNICIPAL 	03/04/2020 	FERIADO RELIGIOSO                  	MG 	CONTAGEM                           	3118601   
MUNICIPAL 	20/01/2020 	FERIADO MUNICIPAL                  	MG 	CORACAO DE JESUS                   	3118809   
MUNICIPAL 	09/04/2020 	FERIADO MUNICIPAL                  	MG 	CORACAO DE JESUS                   	3118809   
MUNICIPAL 	26/07/2020 	FERIADO RELIGIOSO                  	MG 	COROMANDEL                         	3119302   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	COROMANDEL                         	3119302   
MUNICIPAL 	20/01/2020 	FERIADO RELIGIOSO                  	MG 	CORONEL FABRICIANO                 	3119401   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	CORONEL FABRICIANO                 	3119401   
MUNICIPAL 	01/06/2020 	FERIADO RELIGIOSO                  	MG 	DIVINOPOLIS                        	3122306   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	MG 	DIVINOPOLIS                        	3122306   
MUNICIPAL 	19/08/2020 	FERIADO RELIGIOSO                  	MG 	DORES DO INDAIA                    	3123205   
MUNICIPAL 	15/09/2020 	FERIADO RELIGIOSO                  	MG 	DORES DO INDAIA                    	3123205   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	MG 	ELOI MENDES                        	3123601   
MUNICIPAL 	22/05/2020 	FERIADO RELIGIOSO                  	MG 	ESMERALDAS                         	3124104   
MUNICIPAL 	20/01/2020 	FERIADO RELIGIOSO                  	MG 	ESPERA FELIZ                       	3124203   
MUNICIPAL 	20/01/2020 	FERIADO RELIGIOSO                  	MG 	ESPINOSA                           	3124302   
MUNICIPAL 	24/06/2020 	FERIADO MUNICIPAL                  	MG 	ESPINOSA                           	3124302   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MG 	ESPINOSA                           	3124302   
MUNICIPAL 	22/05/2020 	FERIADO RELIGIOSO                  	MG 	EXTREMA                            	3125101   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	FORMIGA                            	3126109   
MUNICIPAL 	16/07/2020 	FERIADO RELIGIOSO                  	MG 	FRUTAL                             	3127107   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	MG 	GOVERNADOR VALADARES               	3127701   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	IBIA                               	3129509   
MUNICIPAL 	19/10/2020 	FERIADO RELIGIOSO                  	MG 	IBIA                               	3129509   
MUNICIPAL 	27/11/2020 	FERIADO RELIGIOSO                  	MG 	IBIRITE                            	3129806   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	IPATINGA                           	3131307   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	MG 	ITABIRA                            	3131703   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	ITABIRITO                          	3131901   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MG 	ITABIRITO                          	3131901   
MUNICIPAL 	19/03/2020 	FERIADO RELIGIOSO                  	MG 	ITAJUBA                            	3132404   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	ITAJUBA                            	3132404   
MUNICIPAL 	02/08/2020 	FERIADO RELIGIOSO                  	MG 	ITAMBACURI                         	3132701   
MUNICIPAL 	04/10/2020 	FERIADO RELIGIOSO                  	MG 	ITAMBACURI                         	3132701   
MUNICIPAL 	24/06/2020 	FERIADO RELIGIOSO                  	MG 	ITAOBIM                            	3133303   
MUNICIPAL 	16/08/2020 	FERIADO RELIGIOSO                  	MG 	ITAOBIM                            	3133303   
MUNICIPAL 	26/07/2020 	FERIADO RELIGIOSO                  	MG 	ITAUNA                             	3133808   
MUNICIPAL 	15/08/2020 	FERIADO MUNICIPAL                  	MG 	ITAUNA                             	3133808   
MUNICIPAL 	19/03/2020 	FERIADO MUNICIPAL                  	MG 	ITUIUTABA                          	3134202   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	ITUIUTABA                          	3134202   
MUNICIPAL 	22/05/2020 	FERIADO MUNICIPAL                  	MG 	ITURAMA                            	3134400   
MUNICIPAL 	23/08/2020 	FERIADO MUNICIPAL                  	MG 	ITURAMA                            	3134400   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	MG 	JACUTINGA                          	3134905   
MUNICIPAL 	24/06/2020 	FERIADO MUNICIPAL                  	MG 	JAIBA                              	3135050   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	JAIBA                              	3135050   
MUNICIPAL 	19/06/2020 	FERIADO RELIGIOSO                  	MG 	JANAUBA                            	3135100   
MUNICIPAL 	24/06/2020 	FERIADO MUNICIPAL                  	MG 	JANAUBA                            	3135100   
MUNICIPAL 	24/06/2020 	FERIADO MUNICIPAL                  	MG 	JANUARIA                           	3135209   
MUNICIPAL 	15/09/2020 	FERIADO RELIGIOSO                  	MG 	JANUARIA                           	3135209   
MUNICIPAL 	29/09/2020 	FERIADO RELIGIOSO                  	MG 	JEQUITINHONHA                      	3135803   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	MG 	JOAO MONLEVADE                     	3136207   
MUNICIPAL 	26/07/2020 	FERIADO RELIGIOSO                  	MG 	JOAO PINHEIRO                      	3136306   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	MG 	JUIZ DE FORA                       	3136702   
MUNICIPAL 	04/11/2020 	FERIADO RELIGIOSO                  	MG 	LAGOA DA PRATA                     	3137205   
MUNICIPAL 	15/08/2020 	FERIADO MUNICIPAL                  	MG 	LAGOA SANTA                        	3137601   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MG 	LAGOA SANTA                        	3137601   
MUNICIPAL 	26/07/2020 	FERIADO RELIGIOSO                  	MG 	LAVRAS                             	3138203   
MUNICIPAL 	13/10/2020 	FERIADO RELIGIOSO                  	MG 	LAVRAS                             	3138203   
MUNICIPAL 	20/01/2020 	FERIADO RELIGIOSO                  	MG 	LEOPOLDINA                         	3138401   
MUNICIPAL 	10/08/2020 	FERIADO RELIGIOSO                  	MG 	MANHUACU                           	3139409   
MUNICIPAL 	13/05/2020 	FERIADO MUNICIPAL                  	MG 	MANHUMIRIM                         	3139508   
MUNICIPAL 	14/09/2020 	FERIADO RELIGIOSO                  	MG 	MANHUMIRIM                         	3139508   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	MG 	MANTENA                            	3139607   
MUNICIPAL 	16/07/2020 	FERIADO RELIGIOSO                  	MG 	MARIANA                            	3140001   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MG 	MARIANA                            	3140001   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	MG 	MATEUS LEME                        	3140704   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	MG 	MATEUS LEME                        	3140704   
MUNICIPAL 	14/09/2020 	FERIADO RELIGIOSO                  	MG 	MATOZINHOS                         	3141108   
MUNICIPAL 	24/06/2020 	FERIADO RELIGIOSO                  	MG 	MINAS NOVAS                        	3141801   
MUNICIPAL 	25/06/2020 	FERIADO RELIGIOSO                  	MG 	MINAS NOVAS                        	3141801   
MUNICIPAL 	02/10/2020 	DIA DO MUNICÍPIO                   	MG 	MINAS NOVAS                        	3141801   
MUNICIPAL 	09/04/2020 	FERIADO MUNICIPAL                  	MG 	MONTE AZUL                         	3142908   
MUNICIPAL 	24/06/2020 	FERIADO MUNICIPAL                  	MG 	MONTE AZUL                         	3142908   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	MONTE AZUL                         	3142908   
MUNICIPAL 	16/07/2020 	FERIADO MUNICIPAL                  	MG 	MONTE CARMELO                      	3143104   
MUNICIPAL 	15/08/2020 	FERIADO MUNICIPAL                  	MG 	MONTE CARMELO                      	3143104   
MUNICIPAL 	06/10/2020 	FERIADO RELIGIOSO                  	MG 	MONTE CARMELO                      	3143104   
MUNICIPAL 	06/01/2020 	FERIADO RELIGIOSO                  	MG 	MONTE SANTO DE MINAS               	3143203   
MUNICIPAL 	29/06/2020 	FERIADO RELIGIOSO                  	MG 	MURIAE                             	3143906   
MUNICIPAL 	17/06/2020 	FERIADO RELIGIOSO                  	MG 	MUTUM                              	3144003   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	MG 	MUTUM                              	3144003   
MUNICIPAL 	19/03/2020 	FERIADO RELIGIOSO                  	MG 	MUZAMBINHO                         	3144102   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MG 	NANUQUE                            	3144300   
MUNICIPAL 	16/05/2020 	FERIADO RELIGIOSO                  	MG 	NEPOMUCENO                         	3144607   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MG 	NEPOMUCENO                         	3144607   
MUNICIPAL 	19/03/2020 	FERIADO RELIGIOSO                  	MG 	NOVA ERA                           	3144706   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	NOVA ERA                           	3144706   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	NOVA LIMA                          	3144805   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MG 	NOVA LIMA                          	3144805   
MUNICIPAL 	20/01/2020 	FERIADO RELIGIOSO                  	MG 	NOVA SERRANA                       	3145208   
MUNICIPAL 	11/07/2020 	FERIADO RELIGIOSO                  	MG 	NOVO CRUZEIRO                      	3145307   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	OLIVEIRA                           	3145604   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	MG 	OLIVEIRA                           	3145604   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	MG 	OURO BRANCO                        	3145901   
MUNICIPAL 	13/05/2020 	FERIADO RELIGIOSO                  	MG 	OURO FINO                          	3146008   
MUNICIPAL 	08/07/2020 	FERIADO RELIGIOSO                  	MG 	OURO PRETO                         	3146107   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MG 	OURO PRETO                         	3146107   
MUNICIPAL 	04/10/2020 	FERIADO RELIGIOSO                  	MG 	PALMA                              	3146701   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	MG 	PALMA                              	3146701   
MUNICIPAL 	13/12/2020 	FERIADO RELIGIOSO                  	MG 	PALMA                              	3146701   
MUNICIPAL 	15/09/2020 	FERIADO RELIGIOSO                  	MG 	PARA DE MINAS                      	3147105   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	MG 	PARA DE MINAS                      	3147105   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	MG 	PARACATU                           	3147006   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	MG 	PATOS DE MINAS                     	3148004   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	PATOS DE MINAS                     	3148004   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	PATROCINIO                         	3148103   
MUNICIPAL 	08/09/2020 	FERIADO RELIGIOSO                  	MG 	PATROCINIO                         	3148103   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	MG 	PECANHA                            	3148608   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	PECANHA                            	3148608   
MUNICIPAL 	24/06/2020 	FERIADO RELIGIOSO                  	MG 	PEDRA AZUL                         	3148707   
MUNICIPAL 	01/11/2020 	FERIADO MUNICIPAL                  	MG 	PEDRA AZUL                         	3148707   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MG 	PEDRA AZUL                         	3148707   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	PEDRO LEOPOLDO                     	3149309   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MG 	PEDRO LEOPOLDO                     	3149309   
MUNICIPAL 	20/01/2020 	FERIADO MUNICIPAL                  	MG 	PIRAPORA                           	3151206   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	PITANGUI                           	3151404   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MG 	PITANGUI                           	3151404   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	PIUMHI                             	3151503   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	MG 	PIUMHI                             	3151503   
MUNICIPAL 	13/05/2020 	FERIADO RELIGIOSO                  	MG 	POCOS DE CALDAS                    	3151800   
MUNICIPAL 	06/11/2020 	FERIADO RELIGIOSO                  	MG 	POCOS DE CALDAS                    	3151800   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	MG 	POMPEU                             	3152006   
MUNICIPAL 	20/01/2020 	FERIADO RELIGIOSO                  	MG 	PONTE NOVA                         	3152105   
MUNICIPAL 	06/01/2020 	FERIADO RELIGIOSO                  	MG 	PORTEIRINHA                        	3152204   
MUNICIPAL 	26/07/2020 	FERIADO RELIGIOSO                  	MG 	PORTEIRINHA                        	3152204   
MUNICIPAL 	06/08/2020 	FERIADO RELIGIOSO                  	MG 	POUSO ALEGRE                       	3152501   
MUNICIPAL 	19/10/2020 	FERIADO RELIGIOSO                  	MG 	POUSO ALEGRE                       	3152501   
MUNICIPAL 	20/01/2020 	FERIADO MUNICIPAL                  	MG 	PRATA                              	3152808   
MUNICIPAL 	16/07/2020 	FERIADO MUNICIPAL                  	MG 	PRATA                              	3152808   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	RAPOSOS                            	3153905   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MG 	RAPOSOS                            	3153905   
MUNICIPAL 	20/01/2020 	FERIADO RELIGIOSO                  	MG 	RAUL SOARES                        	3154002   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	MG 	RAUL SOARES                        	3154002   
MUNICIPAL 	05/08/2020 	FERIADO RELIGIOSO                  	MG 	RIBEIRAO DAS NEVES                 	3154606   
MUNICIPAL 	09/04/2020 	FERIADO MUNICIPAL                  	MG 	RIO PARDO DE MINAS                 	3155603   
MUNICIPAL 	24/06/2020 	FERIADO MUNICIPAL                  	MG 	RIO PARDO DE MINAS                 	3155603   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MG 	RIO PARDO DE MINAS                 	3155603   
MUNICIPAL 	17/07/2020 	FERIADO RELIGIOSO                  	MG 	SABARA                             	3156700   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MG 	SABARA                             	3156700   
MUNICIPAL 	31/05/2020 	FERIADO RELIGIOSO                  	MG 	SACRAMENTO                         	3156908   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	SACRAMENTO                         	3156908   
MUNICIPAL 	24/08/2020 	FERIADO MUNICIPAL                  	MG 	SACRAMENTO                         	3156908   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	MG 	SACRAMENTO                         	3156908   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	MG 	SALINAS                            	3157005   
MUNICIPAL 	24/06/2020 	FERIADO MUNICIPAL                  	MG 	SALINAS                            	3157005   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	MG 	SANTA BARBARA                      	3157203   
MUNICIPAL 	04/12/2020 	FERIADO RELIGIOSO                  	MG 	SANTA BARBARA                      	3157203   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	SANTA LUZIA                        	3157807   
MUNICIPAL 	13/12/2020 	FERIADO RELIGIOSO                  	MG 	SANTA LUZIA                        	3157807   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	SANTA MARIA DO SUACUI              	3158201   
MUNICIPAL 	21/09/2020 	FERIADO MUNICIPAL                  	MG 	SANTA MARIA DO SUACUI              	3158201   
MUNICIPAL 	22/05/2020 	FERIADO RELIGIOSO                  	MG 	SANTA RITA DO SAPUCAI              	3159605   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	MG 	SANTO ANTONIO DO MONTE             	3160405   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	MG 	SANTO ANTONIO DO MONTE             	3160405   
MUNICIPAL 	29/09/2020 	FERIADO RELIGIOSO                  	MG 	SANTOS DUMONT                      	3160702   
MUNICIPAL 	19/03/2020 	FERIADO MUNICIPAL                  	MG 	SAO FRANCISCO                      	3161106   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	MG 	SAO FRANCISCO                      	3161106   
MUNICIPAL 	10/01/2020 	FERIADO RELIGIOSO                  	MG 	SAO GONCALO DO SAPUCAI             	3162005   
MUNICIPAL 	02/06/2020 	FERIADO MUNICIPAL                  	MG 	SAO GONCALO DO SAPUCAI             	3162005   
MUNICIPAL 	20/01/2020 	FERIADO RELIGIOSO                  	MG 	SAO GOTARDO                        	3162104   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	SAO GOTARDO                        	3162104   
MUNICIPAL 	24/06/2020 	FERIADO MUNICIPAL                  	MG 	SAO JOAO DA PONTE                  	3162401   
MUNICIPAL 	14/06/2020 	FERIADO MUNICIPAL                  	MG 	SAO JOAO DEL REI                   	3162500   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	MG 	SAO JOAO DEL REI                   	3162500   
