tipo      	data       	descricao                          	uf 	municipio                          	codigo ibge
NACIONAL  	01/01/2020 	CONFRATERNIZAÇÃO UNIVERSAL         	   	                                   	          
NACIONAL  	25/02/2020 	CARNAVAL                           	   	                                   	          
NACIONAL  	10/04/2020 	PAIXÃO DE CRISTO                   	   	                                   	          
NACIONAL  	21/04/2020 	TIRADENTES                         	   	                                   	          
NACIONAL  	01/05/2020 	DIA DO TRABALHO                    	   	                                   	          
NACIONAL  	11/06/2020 	CORPUS CHRISTI                     	   	                                   	          
NACIONAL  	07/09/2020 	INDEPENDÊNCIA DO BRASIL            	   	                                   	          
NACIONAL  	12/10/2020 	DIA DE NOSSA SENHORA APARECIDA     	   	                                   	          
NACIONAL  	02/11/2020 	FINADOS                            	   	                                   	          
NACIONAL  	15/11/2020 	PROCLAMAÇÃO DA REPÚBLICA           	   	                                   	          
NACIONAL  	25/12/2020 	NATAL                              	   	                                   	          
ESTADUAL  	15/06/2020 	FERIADO ESTADUAL                   	AC 	                                   	          
ESTADUAL  	16/09/2020 	FERIADO ESTADUAL                   	AL 	                                   	          
ESTADUAL  	13/09/2020 	FERIADO ESTADUAL                   	AP 	                                   	          
ESTADUAL  	25/05/2020 	FERIADO ESTADUAL                   	BA 	                                   	          
ESTADUAL  	25/03/2020 	FERIADO ESTADUAL                   	CE 	                                   	          
ESTADUAL  	15/05/2020 	FERIADO ESTADUAL                   	MA 	                                   	          
ESTADUAL  	15/08/2020 	FERIADO ESTADUAL                   	PA 	                                   	          
ESTADUAL  	05/08/2020 	FERIADO ESTADUAL                   	PB 	                                   	          
ESTADUAL  	06/03/2020 	FERIADO ESTADUAL                   	PE 	                                   	          
ESTADUAL  	15/05/2020 	FERIADO ESTADUAL                   	PI 	                                   	          
ESTADUAL  	12/06/2020 	FERIADO ESTADUAL                   	RN 	                                   	          
ESTADUAL  	04/01/2020 	FERIADO ESTADUAL                   	RO 	                                   	          
ESTADUAL  	05/10/2020 	FERIADO ESTADUAL                   	RR 	                                   	          
ESTADUAL  	22/05/2020 	FERIADO ESTADUAL                   	SE 	                                   	          
ESTADUAL  	25/05/2020 	REVOLUÇÃO DE 1932                  	SP 	                                   	          
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	AC 	CRUZEIRO DO SUL                    	1200203   
MUNICIPAL 	27/06/2020 	FERIADO RELIGIOSO                  	AC 	FEIJO                              	1200302   
MUNICIPAL 	04/10/2020 	FERIADO RELIGIOSO                  	AC 	TARAUACA                           	1200609   
MUNICIPAL 	02/02/2020 	FERIADO RELIGIOSO                  	AL 	ARAPIRACA                          	2700300   
MUNICIPAL 	02/12/2020 	FERIADO MUNICIPAL                  	AL 	ARAPIRACA                          	2700300   
MUNICIPAL 	22/05/2020 	FERIADO RELIGIOSO                  	AL 	BOCA DA MATA                       	2701001   
MUNICIPAL 	20/07/2020 	FERIADO RELIGIOSO                  	AL 	BOCA DA MATA                       	2701001   
MUNICIPAL 	02/02/2020 	FERIADO RELIGIOSO                  	AL 	CAJUEIRO                           	2701308   
MUNICIPAL 	23/06/2020 	FERIADO RELIGIOSO                  	AL 	CORURIPE                           	2702306   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	AL 	CORURIPE                           	2702306   
MUNICIPAL 	24/06/2020 	FERIADO RELIGIOSO                  	AL 	DELMIRO GOUVEIA                    	2702405   
MUNICIPAL 	24/06/2020 	FERIADO RELIGIOSO                  	AL 	IGREJA NOVA                        	2703205   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	AL 	IGREJA NOVA                        	2703205   
MUNICIPAL 	20/01/2020 	FERIADO RELIGIOSO                  	AL 	LIMOEIRO DE ANADIA                 	2704203   
MUNICIPAL 	29/06/2020 	FERIADO MUNICIPAL                  	AL 	LIMOEIRO DE ANADIA                 	2704203   
MUNICIPAL 	02/12/2020 	FERIADO RELIGIOSO                  	AL 	LIMOEIRO DE ANADIA                 	2704203   
MUNICIPAL 	27/08/2020 	FERIADO RELIGIOSO                  	AL 	MACEIO                             	2704302   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	AL 	MACEIO                             	2704302   
MUNICIPAL 	15/01/2020 	FERIADO RELIGIOSO                  	AL 	MARIBONDO                          	2704807   
MUNICIPAL 	24/06/2020 	FERIADO RELIGIOSO                  	AL 	MARIBONDO                          	2704807   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	AL 	MARIBONDO                          	2704807   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	AL 	OURO BRANCO                        	2706109   
MUNICIPAL 	29/06/2020 	FERIADO MUNICIPAL                  	AL 	OURO BRANCO                        	2706109   
MUNICIPAL 	02/12/2020 	FERIADO RELIGIOSO                  	AL 	OURO BRANCO                        	2706109   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	AL 	PALMEIRA DOS INDIOS                	2706307   
MUNICIPAL 	13/01/2020 	FERIADO RELIGIOSO                  	AL 	PAO DE ACUCAR                      	2706406   
MUNICIPAL 	28/06/2020 	FERIADO RELIGIOSO                  	AL 	PAO DE ACUCAR                      	2706406   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	AL 	PAO DE ACUCAR                      	2706406   
MUNICIPAL 	20/01/2020 	FERIADO RELIGIOSO                  	AL 	PASSO DE CAMARAGIBE                	2706505   
MUNICIPAL 	29/06/2020 	FERIADO MUNICIPAL                  	AL 	PASSO DE CAMARAGIBE                	2706505   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	AL 	PASSO DE CAMARAGIBE                	2706505   
MUNICIPAL 	07/10/2020 	FERIADO RELIGIOSO                  	AL 	PENEDO                             	2706703   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	AL 	PENEDO                             	2706703   
MUNICIPAL 	02/02/2020 	FERIADO RELIGIOSO                  	AL 	PILAR                              	2706901   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	AL 	PILAR                              	2706901   
MUNICIPAL 	02/02/2020 	FERIADO RELIGIOSO                  	AL 	PIRANHAS                           	2707107   
MUNICIPAL 	20/01/2020 	FERIADO RELIGIOSO                  	AL 	PORTO CALVO                        	2707305   
MUNICIPAL 	21/11/2020 	FERIADO RELIGIOSO                  	AL 	PORTO CALVO                        	2707305   
MUNICIPAL 	09/04/2020 	FERIADO RELIGIOSO                  	AL 	RIO LARGO                          	2707701   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	AL 	RIO LARGO                          	2707701   
MUNICIPAL 	26/07/2020 	FERIADO RELIGIOSO                  	AL 	SANTANA DO IPANEMA                 	2708006   
MUNICIPAL 	24/06/2020 	FERIADO RELIGIOSO                  	AL 	SAO MIGUEL DOS CAMPOS              	2708600   
MUNICIPAL 	18/12/2020 	FERIADO RELIGIOSO                  	AL 	SAO MIGUEL DOS CAMPOS              	2708600   
MUNICIPAL 	20/01/2020 	FERIADO RELIGIOSO                  	AL 	SAO SEBASTIAO                      	2708808   
MUNICIPAL 	08/09/2020 	FERIADO RELIGIOSO                  	AL 	SAO SEBASTIAO                      	2708808   
MUNICIPAL 	02/12/2020 	FERIADO RELIGIOSO                  	AL 	SAO SEBASTIAO                      	2708808   
MUNICIPAL 	02/02/2020 	FERIADO RELIGIOSO                  	AL 	UNIAO DOS PALMARES                 	2709301   
MUNICIPAL 	22/07/2020 	FERIADO RELIGIOSO                  	AL 	UNIAO DOS PALMARES                 	2709301   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	AL 	UNIAO DOS PALMARES                 	2709301   
MUNICIPAL 	02/02/2020 	FERIADO RELIGIOSO                  	AL 	VICOSA                             	2709400   
MUNICIPAL 	29/06/2020 	FERIADO MUNICIPAL                  	AM 	ITACOATIARA                        	1301902   
MUNICIPAL 	01/11/2020 	FERIADO MUNICIPAL                  	AM 	ITACOATIARA                        	1301902   
MUNICIPAL 	08/09/2020 	FERIADO RELIGIOSO                  	AM 	LABREA                             	1302405   
MUNICIPAL 	20/11/2020 	FERIADO MUNICIPAL                  	AM 	LABREA                             	1302405   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	AM 	MANAUS                             	1302603   
MUNICIPAL 	15/09/2020 	FERIADO MUNICIPAL                  	AM 	MANICORE                           	1302702   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	AM 	SANTO ANTONIO DO ICA               	1303700   
MUNICIPAL 	01/02/2020 	DIA DO MUNICÍPIO                   	AM 	TABATINGA                          	1304062   
MUNICIPAL 	29/09/2020 	FERIADO RELIGIOSO                  	AM 	TABATINGA                          	1304062   
MUNICIPAL 	15/10/2020 	FERIADO RELIGIOSO                  	AM 	TEFE                               	1304203   
MUNICIPAL 	20/11/2020 	FERIADO MUNICIPAL                  	AM 	TEFE                               	1304203   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	AP 	LARANJAL DO JARI                   	1600279   
MUNICIPAL 	19/03/2020 	FERIADO RELIGIOSO                  	AP 	MACAPA                             	1600303   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	AP 	MACAPA                             	1600303   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	AP 	OIAPOQUE                           	1600501   
MUNICIPAL 	01/06/2020 	FERIADO MUNICIPAL                  	BA 	ALAGOINHAS                         	2900702   
MUNICIPAL 	26/04/2020 	FERIADO RELIGIOSO                  	BA 	AMARGOSA                           	2901007   
MUNICIPAL 	31/05/2020 	FERIADO RELIGIOSO                  	BA 	AMELIA RODRIGUES                   	2901106   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	ANAGE                              	2901205   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	BARRA                              	2902708   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	BARRA DA ESTIVA                    	2902807   
MUNICIPAL 	06/08/2020 	FERIADO RELIGIOSO                  	BA 	BARRA DA ESTIVA                    	2902807   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	BARREIRAS                          	2903201   
MUNICIPAL 	20/01/2020 	FERIADO RELIGIOSO                  	BA 	BELMONTE                           	2903409   
MUNICIPAL 	16/07/2020 	FERIADO RELIGIOSO                  	BA 	BELMONTE                           	2903409   
MUNICIPAL 	06/08/2020 	FERIADO RELIGIOSO                  	BA 	BOM JESUS DA LAPA                  	2903904   
MUNICIPAL 	15/09/2020 	FERIADO RELIGIOSO                  	BA 	BOM JESUS DA LAPA                  	2903904   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	BOQUIRA                            	2904100   
MUNICIPAL 	20/01/2020 	FERIADO RELIGIOSO                  	BA 	BRUMADO                            	2904605   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	BRUMADO                            	2904605   
MUNICIPAL 	06/08/2020 	FERIADO RELIGIOSO                  	BA 	BRUMADO                            	2904605   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	CACULE                             	2905008   
MUNICIPAL 	08/09/2020 	FERIADO RELIGIOSO                  	BA 	CACULE                             	2905008   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	CAETITE                            	2905206   
MUNICIPAL 	26/07/2020 	FERIADO RELIGIOSO                  	BA 	CAETITE                            	2905206   
MUNICIPAL 	20/01/2020 	FERIADO RELIGIOSO                  	BA 	CAMACAN                            	2905602   
MUNICIPAL 	26/05/2020 	FERIADO MUNICIPAL                  	BA 	CAMACARI                           	2905701   
MUNICIPAL 	27/05/2020 	FERIADO MUNICIPAL                  	BA 	CAMACARI                           	2905701   
MUNICIPAL 	18/08/2020 	FERIADO RELIGIOSO                  	BA 	CAMAMU                             	2905800   
MUNICIPAL 	11/02/2020 	FERIADO RELIGIOSO                  	BA 	CAMPO ALEGRE DE LOURDES            	2905909   
MUNICIPAL 	20/01/2020 	FERIADO RELIGIOSO                  	BA 	CANAVIEIRAS                        	2906303   
MUNICIPAL 	14/07/2020 	FERIADO RELIGIOSO                  	BA 	CANAVIEIRAS                        	2906303   
MUNICIPAL 	27/11/2020 	FERIADO RELIGIOSO                  	BA 	CANDIDO SALES                      	2906709   
MUNICIPAL 	26/07/2020 	FERIADO RELIGIOSO                  	BA 	CANSANCAO                          	2906808   
MUNICIPAL 	26/05/2020 	FERIADO MUNICIPAL                  	BA 	CAPIM GROSSO                       	2906873   
MUNICIPAL 	25/07/2020 	FERIADO MUNICIPAL                  	BA 	CAPIM GROSSO                       	2906873   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	BA 	CARAVELAS                          	2906907   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	CARINHANHA                         	2907103   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	BA 	CASTRO ALVES                       	2907301   
MUNICIPAL 	26/05/2020 	FERIADO MUNICIPAL                  	BA 	CICERO DANTAS                      	2907806   
MUNICIPAL 	15/08/2020 	FERIADO MUNICIPAL                  	BA 	CICERO DANTAS                      	2907806   
MUNICIPAL 	11/02/2020 	FERIADO RELIGIOSO                  	BA 	COARACI                            	2908002   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	CONCEICAO DO COITE                 	2908408   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	BA 	CONCEICAO DO COITE                 	2908408   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	BA 	CONDEUBA                           	2908705   
MUNICIPAL 	06/08/2020 	FERIADO RELIGIOSO                  	BA 	CONDEUBA                           	2908705   
MUNICIPAL 	24/06/2020 	FERIADO RELIGIOSO                  	BA 	CORACAO DE MARIA                   	2908903   
MUNICIPAL 	29/06/2020 	FERIADO RELIGIOSO                  	BA 	CORACAO DE MARIA                   	2908903   
MUNICIPAL 	22/08/2020 	FERIADO RELIGIOSO                  	BA 	CORACAO DE MARIA                   	2908903   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	CORIBE                             	2909109   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	CRUZ DAS ALMAS                     	2909802   
MUNICIPAL 	15/09/2020 	FERIADO RELIGIOSO                  	BA 	CRUZ DAS ALMAS                     	2909802   
MUNICIPAL 	26/05/2020 	FERIADO MUNICIPAL                  	BA 	DIAS D AVILA                       	2910057   
MUNICIPAL 	31/05/2020 	FERIADO RELIGIOSO                  	BA 	ENCRUZILHADA                       	2910404   
MUNICIPAL 	26/05/2020 	FERIADO MUNICIPAL                  	BA 	EUCLIDES DA CUNHA                  	2910701   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	BA 	EUCLIDES DA CUNHA                  	2910701   
MUNICIPAL 	24/05/2020 	FERIADO RELIGIOSO                  	BA 	EUNAPOLIS                          	2910727   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	FEIRA DE SANTANA                   	2910800   
MUNICIPAL 	27/05/2020 	FERIADO MUNICIPAL                  	BA 	FEIRA DE SANTANA                   	2910800   
MUNICIPAL 	26/07/2020 	FERIADO RELIGIOSO                  	BA 	FEIRA DE SANTANA                   	2910800   
MUNICIPAL 	19/03/2020 	FERIADO RELIGIOSO                  	BA 	GANDU                              	2911204   
MUNICIPAL 	16/08/2020 	FERIADO RELIGIOSO                  	BA 	GANDU                              	2911204   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	BA 	GUANAMBI                           	2911709   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	IACU                               	2911907   
MUNICIPAL 	25/09/2020 	FERIADO RELIGIOSO                  	BA 	IACU                               	2911907   
MUNICIPAL 	13/12/2020 	FERIADO RELIGIOSO                  	BA 	IACU                               	2911907   
MUNICIPAL 	02/02/2020 	FERIADO RELIGIOSO                  	BA 	IBICARAI                           	2912103   
MUNICIPAL 	19/03/2020 	FERIADO RELIGIOSO                  	BA 	IBIRATAIA                          	2912905   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	IBIRATAIA                          	2912905   
MUNICIPAL 	23/04/2020 	FERIADO MUNICIPAL                  	BA 	ILHEUS                             	2913606   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	ILHEUS                             	2913606   
MUNICIPAL 	27/05/2020 	FERIADO RELIGIOSO                  	BA 	ILHEUS                             	2913606   
MUNICIPAL 	16/08/2020 	FERIADO RELIGIOSO                  	BA 	IPIAU                              	2913903   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	IPIRA                              	2914000   
MUNICIPAL 	26/07/2020 	FERIADO RELIGIOSO                  	BA 	IPIRA                              	2914000   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	IRAQUARA                           	2914406   
MUNICIPAL 	08/09/2020 	FERIADO RELIGIOSO                  	BA 	IRAQUARA                           	2914406   
MUNICIPAL 	02/02/2020 	FERIADO RELIGIOSO                  	BA 	IRARA                              	2914505   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	IRARA                              	2914505   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	ITABELA                            	2914653   
MUNICIPAL 	18/05/2020 	FERIADO MUNICIPAL                  	BA 	ITABERABA                          	2914703   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	ITABERABA                          	2914703   
MUNICIPAL 	19/03/2020 	FERIADO RELIGIOSO                  	BA 	ITABUNA                            	2914802   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	ITABUNA                            	2914802   
MUNICIPAL 	26/09/2020 	FERIADO RELIGIOSO                  	BA 	ITAMARAJU                          	2915601   
MUNICIPAL 	20/01/2020 	FERIADO RELIGIOSO                  	BA 	ITAMBE                             	2915809   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	ITANHEM                            	2916005   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	BA 	ITANHEM                            	2916005   
MUNICIPAL 	19/03/2020 	FERIADO RELIGIOSO                  	BA 	ITAPETINGA                         	2916401   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	ITIRUCU                            	2916906   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	BA 	ITIRUCU                            	2916906   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	BA 	ITORORO                            	2917102   
MUNICIPAL 	30/11/2020 	FERIADO RELIGIOSO                  	BA 	ITUBERA                            	2917300   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	BA 	ITUBERA                            	2917300   
MUNICIPAL 	26/05/2020 	FERIADO MUNICIPAL                  	BA 	JACOBINA                           	2917508   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	BA 	JACOBINA                           	2917508   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	BA 	JACOBINA                           	2917508   
MUNICIPAL 	26/05/2020 	FERIADO MUNICIPAL                  	BA 	JAGUARARI                          	2917706   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	BA 	JEQUIE                             	2918001   
MUNICIPAL 	13/03/2020 	FERIADO MUNICIPAL                  	BA 	JOAO DOURADO                       	2918357   
MUNICIPAL 	19/03/2020 	FERIADO MUNICIPAL                  	BA 	JOAO DOURADO                       	2918357   
MUNICIPAL 	08/09/2020 	FERIADO RELIGIOSO                  	BA 	JUAZEIRO                           	2918407   
MUNICIPAL 	15/01/2020 	FERIADO MUNICIPAL                  	BA 	LAURO DE FREITAS                   	2919207   
MUNICIPAL 	26/05/2020 	FERIADO MUNICIPAL                  	BA 	LAURO DE FREITAS                   	2919207   
MUNICIPAL 	27/05/2020 	FERIADO MUNICIPAL                  	BA 	LAURO DE FREITAS                   	2919207   
MUNICIPAL 	28/01/2020 	FERIADO RELIGIOSO                  	BA 	LIVRAMENTO DE NOSSA SENHORA        	2919504   
MUNICIPAL 	06/08/2020 	FERIADO RELIGIOSO                  	BA 	LIVRAMENTO DE NOSSA SENHORA        	2919504   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	BA 	LIVRAMENTO DE NOSSA SENHORA        	2919504   
MUNICIPAL 	10/02/2020 	FERIADO MUNICIPAL                  	BA 	MATA DE SAO JOAO                   	2921005   
MUNICIPAL 	15/04/2020 	FERIADO MUNICIPAL                  	BA 	MATA DE SAO JOAO                   	2921005   
MUNICIPAL 	26/05/2020 	FERIADO MUNICIPAL                  	BA 	MATA DE SAO JOAO                   	2921005   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	BA 	MEDEIROS NETO                      	2921104   
MUNICIPAL 	31/10/2020 	FERIADO MUNICIPAL                  	BA 	MONTE SANTO                        	2921500   
MUNICIPAL 	01/11/2020 	FERIADO MUNICIPAL                  	BA 	MONTE SANTO                        	2921500   
MUNICIPAL 	01/06/2020 	FERIADO RELIGIOSO                  	BA 	MORRO DO CHAPEU                    	2921708   
MUNICIPAL 	08/09/2020 	FERIADO RELIGIOSO                  	BA 	MORRO DO CHAPEU                    	2921708   
MUNICIPAL 	19/03/2020 	FERIADO RELIGIOSO                  	BA 	MUCURI                             	2922003   
MUNICIPAL 	27/05/2020 	FERIADO RELIGIOSO                  	BA 	MUCURI                             	2922003   
MUNICIPAL 	28/05/2020 	FERIADO RELIGIOSO                  	BA 	MUNDO NOVO                         	2922102   
MUNICIPAL 	27/05/2020 	FERIADO RELIGIOSO                  	BA 	MURITIBA                           	2922300   
MUNICIPAL 	28/05/2020 	FERIADO RELIGIOSO                  	BA 	MUTUIPE                            	2922409   
MUNICIPAL 	02/02/2020 	FERIADO RELIGIOSO                  	BA 	NAZARE                             	2922508   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	NAZARE                             	2922508   
MUNICIPAL 	14/08/2020 	FERIADO MUNICIPAL                  	BA 	OLINDINA                           	2923100   
MUNICIPAL 	08/12/2020 	FERIADO MUNICIPAL                  	BA 	OLINDINA                           	2923100   
MUNICIPAL 	08/09/2020 	FERIADO RELIGIOSO                  	BA 	OLIVEIRA DOS BREJINHOS             	2923209   
MUNICIPAL 	08/09/2020 	FERIADO RELIGIOSO                  	BA 	PALMAS DE MONTE ALTO               	2923407   
MUNICIPAL 	02/02/2020 	FERIADO RELIGIOSO                  	BA 	PARAMIRIM                          	2923605   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	BA 	PARAMIRIM                          	2923605   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	BA 	PARATINGA                          	2923704   
MUNICIPAL 	26/05/2020 	FERIADO MUNICIPAL                  	BA 	PAULO AFONSO                       	2924009   
MUNICIPAL 	04/10/2020 	FERIADO RELIGIOSO                  	BA 	PAULO AFONSO                       	2924009   
MUNICIPAL 	26/05/2020 	FERIADO MUNICIPAL                  	BA 	PIRITIBA                           	2924801   
MUNICIPAL 	22/05/2020 	FERIADO RELIGIOSO                  	BA 	PLANALTO                           	2925006   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	PLANALTO                           	2925006   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	POCOES                             	2925105   
MUNICIPAL 	29/05/2020 	FERIADO RELIGIOSO                  	BA 	POCOES                             	2925105   
MUNICIPAL 	15/08/2020 	FERIADO RELIGIOSO                  	BA 	PORTO SEGURO                       	2925303   
MUNICIPAL 	08/09/2020 	FERIADO RELIGIOSO                  	BA 	PORTO SEGURO                       	2925303   
MUNICIPAL 	02/02/2020 	FERIADO RELIGIOSO                  	BA 	PRADO                              	2925501   
MUNICIPAL 	22/04/2020 	FERIADO RELIGIOSO                  	BA 	PRADO                              	2925501   
MUNICIPAL 	16/08/2020 	FERIADO RELIGIOSO                  	BA 	PRESIDENTE TANCREDO NEVES          	2925758   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	BA 	QUEIMADAS                          	2925808   
MUNICIPAL 	26/05/2020 	FERIADO MUNICIPAL                  	BA 	QUIJINGUE                          	2925907   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	RIACHAO DO JACUIPE                 	2926301   
MUNICIPAL 	28/05/2020 	FERIADO RELIGIOSO                  	BA 	RIACHAO DO JACUIPE                 	2926301   
MUNICIPAL 	29/05/2020 	FERIADO RELIGIOSO                  	BA 	RIACHAO DO JACUIPE                 	2926301   
MUNICIPAL 	31/05/2020 	FERIADO RELIGIOSO                  	BA 	RIACHO DE SANTANA                  	2926400   
MUNICIPAL 	26/05/2020 	FERIADO MUNICIPAL                  	BA 	RIBEIRA DO POMBAL                  	2926608   
MUNICIPAL 	15/10/2020 	FERIADO RELIGIOSO                  	BA 	RIBEIRA DO POMBAL                  	2926608   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	RUY BARBOSA                        	2927200   
MUNICIPAL 	13/06/2020 	FERIADO RELIGIOSO                  	BA 	RUY BARBOSA                        	2927200   
MUNICIPAL 	26/05/2020 	FERIADO MUNICIPAL                  	BA 	SALVADOR                           	2927408   
MUNICIPAL 	27/05/2020 	FERIADO MUNICIPAL                  	BA 	SALVADOR                           	2927408   
MUNICIPAL 	08/09/2020 	FERIADO RELIGIOSO                  	BA 	SANTA MARIA DA VITORIA             	2928109   
MUNICIPAL 	22/05/2020 	FERIADO RELIGIOSO                  	BA 	SANTA RITA DE CASSIA               	2928406   
MUNICIPAL 	13/12/2020 	FERIADO RELIGIOSO                  	BA 	SANTALUZ                           	2928000   
MUNICIPAL 	15/01/2020 	FERIADO MUNICIPAL                  	BA 	SANTO AMARO                        	2928604   
MUNICIPAL 	02/02/2020 	FERIADO MUNICIPAL                  	BA 	SANTO AMARO                        	2928604   
MUNICIPAL 	13/05/2020 	FERIADO RELIGIOSO                  	BA 	SANTO ANTONIO DE JESUS             	2928703   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	SANTO ANTONIO DE JESUS             	2928703   
MUNICIPAL 	26/12/2020 	FERIADO RELIGIOSO                  	BA 	SANTO ESTEVAO                      	2928802   
MUNICIPAL 	05/05/2020 	FERIADO RELIGIOSO                  	BA 	SAO FELIPE                         	2929107   
MUNICIPAL 	18/05/2020 	FERIADO RELIGIOSO                  	BA 	SAO FELIX                          	2929008   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	SAO FELIX                          	2929008   
MUNICIPAL 	20/01/2020 	FERIADO MUNICIPAL                  	BA 	SAO SEBASTIAO DO PASSE             	2929503   
MUNICIPAL 	20/01/2020 	FERIADO RELIGIOSO                  	BA 	SEABRA                             	2929909   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	SEABRA                             	2929909   
MUNICIPAL 	08/12/2020 	FERIADO RELIGIOSO                  	BA 	SEABRA                             	2929909   
MUNICIPAL 	17/01/2020 	FERIADO RELIGIOSO                  	BA 	SENHOR DO BONFIM                   	2930105   
MUNICIPAL 	26/05/2020 	FERIADO MUNICIPAL                  	BA 	SENHOR DO BONFIM                   	2930105   
MUNICIPAL 	26/05/2020 	FERIADO RELIGIOSO                  	BA 	SERRINHA                           	2930501   
MUNICIPAL 	26/07/2020 	FERIADO RELIGIOSO                  	BA 	SERRINHA                           	2930501   
MUNICIPAL 	26/05/2020 	FERIADO MUNICIPAL                  	BA 	SOBRADINHO                         	2930774   
MUNICIPAL 	26/07/2020 	FERIADO MUNICIPAL                  	BA 	SOBRADINHO                         	2930774   
MUNICIPAL 	29/06/2020 	FERIADO RELIGIOSO                  	BA 	TEIXEIRA DE FREITAS                	2931350   
