tipo;data;descricao;uf;município;codigo ibge
MUNICIPAL;11/02/2018;FERIADO RELIGIOSO;ES;AFONSO CLAUDIO;3200102
MUNICIPAL;27/09/2018;FERIADO MUNICIPAL;ES;AFONSO CLAUDIO;3200102
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;ES;ALEGRE;3200201
MUNICIPAL;24/06/2018;FERIADO MUNICIPAL;ES;ARACRUZ;3200607
MUNICIPAL;29/06/2018;FERIADO MUNICIPAL;ES;BAIXO GUANDU;3200805
MUNICIPAL;09/04/2018;FERIADO RELIGIOSO;ES;CACHOEIRO DE ITAPEMIRIM;3201209
MUNICIPAL;29/06/2018;FERIADO MUNICIPAL;ES;CACHOEIRO DE ITAPEMIRIM;3201209
MUNICIPAL;09/04/2018;FERIADO RELIGIOSO;ES;CARIACICA;3201308
MUNICIPAL;24/06/2018;FERIADO MUNICIPAL;ES;CARIACICA;3201308
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;ES;CASTELO;3201407
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;ES;CASTELO;3201407
MUNICIPAL;08/06/2018;FERIADO RELIGIOSO;ES;COLATINA;3201506
MUNICIPAL;20/01/2018;FERIADO MUNICIPAL;ES;DOMINGOS MARTINS;3201902
MUNICIPAL;04/07/2018;FERIADO RELIGIOSO;ES;DOMINGOS MARTINS;3201902
MUNICIPAL;29/06/2018;FERIADO MUNICIPAL;ES;GUARAPARI;3202405
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;ES;GUARAPARI;3202405
MUNICIPAL;08/09/2018;FERIADO RELIGIOSO;ES;ITAPEMIRIM;3202801
MUNICIPAL;16/09/2018;FERIADO MUNICIPAL;ES;JAGUARE;3203056
MUNICIPAL;22/10/2018;FERIADO MUNICIPAL;ES;JAGUARE;3203056
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;ES;LINHARES;3203205
MUNICIPAL;19/03/2018;FERIADO MUNICIPAL;ES;MIMOSO DO SUL;3203403
MUNICIPAL;24/06/2018;FERIADO MUNICIPAL;ES;MONTANHA;3203502
MUNICIPAL;25/04/2018;FERIADO MUNICIPAL;ES;NOVA VENECIA;3203908
MUNICIPAL;13/05/2018;FERIADO RELIGIOSO;ES;PEDRO CANARIO;3204054
MUNICIPAL;15/10/2018;FERIADO RELIGIOSO;ES;SANTA TERESA;3204609
MUNICIPAL;31/10/2018;FERIADO MUNICIPAL;ES;SANTA TERESA;3204609
MUNICIPAL;29/09/2018;FERIADO MUNICIPAL;ES;SAO GABRIEL DA PALHA;3204708
MUNICIPAL;21/09/2018;FERIADO MUNICIPAL;ES;SAO MATEUS;3204906
MUNICIPAL;27/12/2018;FERIADO MUNICIPAL;ES;SAO MATEUS;3204906
MUNICIPAL;29/06/2018;FERIADO MUNICIPAL;ES;SERRA;3205002
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;ES;SERRA;3205002
MUNICIPAL;09/04/2018;FERIADO RELIGIOSO;ES;VIANA;3205101
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;ES;VIANA;3205101
MUNICIPAL;09/04/2018;FERIADO RELIGIOSO;ES;VILA VELHA;3205200
MUNICIPAL;09/04/2018;FERIADO RELIGIOSO;ES;VITORIA;3205309
MUNICIPAL;08/09/2018;FERIADO RELIGIOSO;ES;VITORIA;3205309
MUNICIPAL;04/04/2018;FERIADO RELIGIOSO;GO;ACREUNA;5200134
MUNICIPAL;14/05/2018;DIA DO MUNICÍPIO;GO;ACREUNA;5200134
MUNICIPAL;26/07/2018;FERIADO RELIGIOSO;GO;ANAPOLIS;5201108
MUNICIPAL;31/07/2018;FERIADO RELIGIOSO;GO;ANAPOLIS;5201108
MUNICIPAL;07/06/2018;DIA DO MUNICÍPIO;GO;ANICUNS;5201306
MUNICIPAL;04/10/2018;FERIADO RELIGIOSO;GO;ANICUNS;5201306
MUNICIPAL;11/05/2018;DIA DO MUNICÍPIO;GO;APARECIDA DE GOIANIA;5201405
MUNICIPAL;05/06/2018;DIA DO MUNICÍPIO;GO;BELA VISTA DE GOIAS;5203302
MUNICIPAL;30/07/2018;FERIADO RELIGIOSO;GO;BELA VISTA DE GOIAS;5203302
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;GO;CAIAPONIA;5204409
MUNICIPAL;29/07/2018;DIA DO MUNICÍPIO;GO;CAIAPONIA;5204409
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;GO;CAIAPONIA;5204409
MUNICIPAL;31/10/2018;FERIADO RELIGIOSO;GO;CAIAPONIA;5204409
MUNICIPAL;15/09/2018;FERIADO RELIGIOSO;GO;CALDAS NOVAS;5204508
MUNICIPAL;15/10/2018;FERIADO RELIGIOSO;GO;CATALAO;5205109
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;GO;CERES;5205406
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;GO;CRISTALINA;5206206
MUNICIPAL;31/10/2018;FERIADO RELIGIOSO;GO;CRISTALINA;5206206
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;GO;GOIANESIA;5208608
MUNICIPAL;24/05/2018;FERIADO RELIGIOSO;GO;GOIANIA;5208707
MUNICIPAL;24/10/2018;DIA DO MUNICÍPIO;GO;GOIANIA;5208707
MUNICIPAL;16/10/2018;FERIADO RELIGIOSO;GO;GOIANIRA;5208806
MUNICIPAL;26/07/2018;FERIADO RELIGIOSO;GO;GOIAS;5208905
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;GO;GOIAS;5208905
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;GO;GOIATUBA;5209101
MUNICIPAL;21/01/2018;DIA DO MUNICÍPIO;GO;GOIATUBA;5209101
MUNICIPAL;26/07/2018;FERIADO RELIGIOSO;GO;INHUMAS;5210000
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;GO;IPAMERI;5210109
MUNICIPAL;24/05/2018;FERIADO RELIGIOSO;GO;IPORA;5210208
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;GO;ITABERAI;5210406
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;GO;ITABERAI;5210406
MUNICIPAL;22/05/2018;FERIADO RELIGIOSO;GO;ITUMBIARA;5211503
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;GO;JARAGUA;5211800
MUNICIPAL;21/05/2018;FERIADO RELIGIOSO;GO;JARAGUA;5211800
MUNICIPAL;08/09/2018;FERIADO RELIGIOSO;GO;JARAGUA;5211800
MUNICIPAL;27/11/2018;FERIADO RELIGIOSO;GO;JUSSARA;5212204
MUNICIPAL;18/05/2018;FERIADO RELIGIOSO;GO;LUZIANIA;5212501
MUNICIPAL;16/07/2018;FERIADO RELIGIOSO;GO;MORRINHOS;5213806
MUNICIPAL;29/08/2018;DIA DO MUNICÍPIO;GO;MORRINHOS;5213806
MUNICIPAL;25/07/2018;FERIADO MUNICIPAL;GO;NIQUELANDIA;5214606
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;GO;NIQUELANDIA;5214606
MUNICIPAL;16/07/2018;FERIADO RELIGIOSO;GO;PADRE BERNARDO;5215603
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;GO;PADRE BERNARDO;5215603
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;GO;PALMEIRAS DE GOIAS;5215702
MUNICIPAL;06/07/2018;DIA DO MUNICÍPIO;GO;PALMEIRAS DE GOIAS;5215702
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;GO;PIRACANJUBA;5217104
MUNICIPAL;01/11/2018;FERIADO MUNICIPAL;GO;PIRACANJUBA;5217104
MUNICIPAL;21/05/2018;FERIADO MUNICIPAL;GO;PIRENOPOLIS;5217302
MUNICIPAL;22/05/2018;FERIADO MUNICIPAL;GO;PIRENOPOLIS;5217302
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;GO;PIRES DO RIO;5217401
MUNICIPAL;22/05/2018;FERIADO RELIGIOSO;GO;PONTALINA;5217708
MUNICIPAL;31/10/2018;DIA DO MUNICÍPIO;GO;PONTALINA;5217708
MUNICIPAL;15/09/2018;FERIADO RELIGIOSO;GO;PORANGATU;5218003
MUNICIPAL;13/12/2018;FERIADO RELIGIOSO;GO;PORANGATU;5218003
MUNICIPAL;22/01/2018;DIA DO MUNICÍPIO;GO;QUIRINOPOLIS;5218508
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;GO;QUIRINOPOLIS;5218508
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;GO;RIO VERDE;5218805
MUNICIPAL;05/08/2018;DIA DO MUNICÍPIO;GO;RIO VERDE;5218805
MUNICIPAL;18/05/2018;FERIADO MUNICIPAL;GO;SANTA HELENA DE GOIAS;5219308
MUNICIPAL;20/10/2018;DIA DO MUNICÍPIO;GO;SANTA HELENA DE GOIAS;5219308
MUNICIPAL;21/06/2018;FERIADO RELIGIOSO;GO;SAO LUIS DE MONTES BELOS;5220108
MUNICIPAL;29/09/2018;FERIADO RELIGIOSO;GO;SAO MIGUEL DO ARAGUAIA;5220207
MUNICIPAL;03/10/2018;DIA DO MUNICÍPIO;GO;SAO SIMAO;5220405
MUNICIPAL;28/10/2018;FERIADO RELIGIOSO;GO;SAO SIMAO;5220405
MUNICIPAL;14/11/2018;DIA DO MUNICÍPIO;GO;SAO SIMAO;5220405
MUNICIPAL;24/05/2018;FERIADO RELIGIOSO;GO;SENADOR CANEDO;5220454
MUNICIPAL;01/06/2018;DIA DO MUNICÍPIO;GO;SENADOR CANEDO;5220454
MUNICIPAL;28/06/2018;FERIADO RELIGIOSO;GO;TRINDADE;5221403
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;GO;TRINDADE;5221403
MUNICIPAL;02/07/2018;FERIADO RELIGIOSO;GO;TRINDADE;5221403
MUNICIPAL;31/08/2018;DIA DO MUNICÍPIO;GO;TRINDADE;5221403
MUNICIPAL;26/07/2018;FERIADO RELIGIOSO;GO;URUACU;5221601
MUNICIPAL;04/10/2018;FERIADO RELIGIOSO;GO;VALPARAISO DE GOIAS;5221858
MUNICIPAL;04/10/2018;FERIADO RELIGIOSO;MA;ACAILANDIA;2100055
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;MA;ALDEIAS ALTAS;2100303
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;MA;AMARANTE DO MARANHAO;2100600
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;MA;BACABAL;2101202
MUNICIPAL;01/10/2018;FERIADO RELIGIOSO;MA;BACABAL;2101202
MUNICIPAL;01/11/2018;FERIADO MUNICIPAL;MA;BACABAL;2101202
MUNICIPAL;22/03/2018;FERIADO MUNICIPAL;MA;BALSAS;2101400
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MA;BALSAS;2101400
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;MA;BARRA DO CORDA;2101608
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MA;BARRA DO CORDA;2101608
MUNICIPAL;29/06/2018;FERIADO MUNICIPAL;MA;BARREIRINHAS;2101707
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MA;BARREIRINHAS;2101707
MUNICIPAL;04/10/2018;FERIADO RELIGIOSO;MA;BOM JARDIM;2102002
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MA;BURITI BRAVO;2102309
MUNICIPAL;19/10/2018;FERIADO RELIGIOSO;MA;CAROLINA;2102804
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;MA;CAXIAS;2103000
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;MA;CAXIAS;2103000
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MA;CAXIAS;2103000
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;MA;CODO;2103307
MUNICIPAL;10/08/2018;FERIADO RELIGIOSO;MA;CODO;2103307
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;MA;COELHO NETO;2103406
MUNICIPAL;26/07/2018;FERIADO RELIGIOSO;MA;COELHO NETO;2103406
MUNICIPAL;21/10/2018;FERIADO RELIGIOSO;MA;COROATA;2103604
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;MA;CURURUPU;2103703
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;MA;CURURUPU;2103703
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;MA;ESTREITO;2104057
MUNICIPAL;27/06/2018;FERIADO RELIGIOSO;MA;GOVERNADOR NUNES FREIRE;2104677
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;MA;HUMBERTO DE CAMPOS;2105005
MUNICIPAL;26/07/2018;FERIADO RELIGIOSO;MA;HUMBERTO DE CAMPOS;2105005
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MA;HUMBERTO DE CAMPOS;2105005
MUNICIPAL;15/10/2018;FERIADO RELIGIOSO;MA;IMPERATRIZ;2105302
MUNICIPAL;06/08/2018;FERIADO RELIGIOSO;MA;ITINGA DO MARANHAO;2105427
MUNICIPAL;29/03/2018;FERIADO RELIGIOSO;MA;LAGO DA PEDRA;2105708
MUNICIPAL;04/10/2018;FERIADO RELIGIOSO;MA;LAGO DA PEDRA;2105708
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;MA;MATOES;2106607
MUNICIPAL;27/08/2018;FERIADO MUNICIPAL;MA;MATOES;2106607
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MA;MATOES;2106607
MUNICIPAL;29/06/2018;FERIADO MUNICIPAL;MA;PEDREIRAS;2108207
MUNICIPAL;31/07/2018;FERIADO RELIGIOSO;MA;PINHEIRO;2108603
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;MA;PRESIDENTE DUTRA;2109106
MUNICIPAL;21/01/2018;FERIADO RELIGIOSO;MA;SANTA INES;2109908
MUNICIPAL;13/12/2018;FERIADO RELIGIOSO;MA;SANTA LUZIA;2110005
MUNICIPAL;13/12/2018;FERIADO RELIGIOSO;MA;SANTA LUZIA DO PARUA;2110039
MUNICIPAL;11/07/2018;FERIADO RELIGIOSO;MA;SAO BENTO;2110500
MUNICIPAL;16/08/2018;FERIADO RELIGIOSO;MA;SAO BENTO;2110500
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MA;SAO BENTO;2110500
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MA;SAO DOMINGOS DO MARANHAO;2110708
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;MA;SAO JOSE DE RIBAMAR;2111201
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;MA;SAO JOSE DE RIBAMAR;2111201
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;MA;SAO LUIS;2111300
MUNICIPAL;08/09/2018;FERIADO RELIGIOSO;MA;SAO LUIS;2111300
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MA;SAO LUIS;2111300
MUNICIPAL;21/09/2018;FERIADO RELIGIOSO;MA;SAO MATEUS DO MARANHAO;2111508
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;MA;TIMON;2112209
MUNICIPAL;15/10/2018;FERIADO RELIGIOSO;MA;TIMON;2112209
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;MA;TUTOIA;2112506
MUNICIPAL;08/09/2018;FERIADO RELIGIOSO;MA;TUTOIA;2112506
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MA;TUTOIA;2112506
MUNICIPAL;08/09/2018;FERIADO RELIGIOSO;MA;URBANO SANTOS;2112605
MUNICIPAL;08/09/2018;FERIADO RELIGIOSO;MA;VIANA;2112803
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MA;VIANA;2112803
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MA;ZE DOCA;2114007
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MG;ABAETE;3100203
MUNICIPAL;02/07/2018;FERIADO MUNICIPAL;MG;ABAETE;3100203
MUNICIPAL;24/06/2018;FERIADO MUNICIPAL;MG;AGUAS FORMOSAS;3100906
MUNICIPAL;15/07/2018;FERIADO RELIGIOSO;MG;AGUAS FORMOSAS;3100906
MUNICIPAL;16/07/2018;FERIADO RELIGIOSO;MG;AIMORES;3101102
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;MG;ALEM PARAIBA;3101508
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;MG;ALFENAS;3101607
MUNICIPAL;14/02/2018;FERIADO MUNICIPAL;MG;ALMENARA;3101706
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;MG;ALMENARA;3101706
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;MG;ANDRADAS;3102605
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MG;ARACUAI;3103405
MUNICIPAL;21/09/2018;FERIADO MUNICIPAL;MG;ARACUAI;3103405
MUNICIPAL;06/08/2018;FERIADO RELIGIOSO;MG;ARAGUARI;3103504
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;ARAGUARI;3103504
MUNICIPAL;08/08/2018;FERIADO RELIGIOSO;MG;ARAXA;3104007
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;ARAXA;3104007
MUNICIPAL;16/07/2018;FERIADO RELIGIOSO;MG;ARCOS;3104205
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;ARCOS;3104205
MUNICIPAL;26/07/2018;FERIADO RELIGIOSO;MG;BAMBUI;3105103
MUNICIPAL;27/11/2018;FERIADO RELIGIOSO;MG;BAMBUI;3105103
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;MG;BARAO DE COCAIS;3105400
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MG;BARAO DE COCAIS;3105400
MUNICIPAL;15/09/2018;FERIADO RELIGIOSO;MG;BARBACENA;3105608
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MG;BARBACENA;3105608
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;BELO HORIZONTE;3106200
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MG;BELO HORIZONTE;3106200
MUNICIPAL;15/09/2018;FERIADO RELIGIOSO;MG;BELO ORIENTE;3106309
MUNICIPAL;16/07/2018;FERIADO RELIGIOSO;MG;BETIM;3106705
MUNICIPAL;07/10/2018;FERIADO RELIGIOSO;MG;BETIM;3106705
MUNICIPAL;15/09/2018;FERIADO RELIGIOSO;MG;BOA ESPERANCA;3107109
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;BOA ESPERANCA;3107109
MUNICIPAL;09/07/2018;FERIADO MUNICIPAL;MG;BOCAIUVA;3107307
MUNICIPAL;20/08/2018;FERIADO RELIGIOSO;MG;BOM DESPACHO;3107406
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;BOM DESPACHO;3107406
MUNICIPAL;20/01/2018;FERIADO MUNICIPAL;MG;BRASILIA DE MINAS;3108602
MUNICIPAL;26/07/2018;FERIADO RELIGIOSO;MG;BRASILIA DE MINAS;3108602
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;BRASILIA DE MINAS;3108602
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;MG;BRUMADINHO;3109006
MUNICIPAL;24/09/2018;FERIADO RELIGIOSO;MG;BRUMADINHO;3109006
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;BRUMADINHO;3109006
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;CAETE;3110004
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;CAETE;3110004
MUNICIPAL;16/07/2018;FERIADO MUNICIPAL;MG;CAMBUI;3110608
MUNICIPAL;27/11/2018;FERIADO RELIGIOSO;MG;CAMPINA VERDE;3111101
MUNICIPAL;06/08/2018;FERIADO RELIGIOSO;MG;CAMPO BELO;3111200
MUNICIPAL;16/07/2018;FERIADO RELIGIOSO;MG;CAMPOS GERAIS;3111606
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;CAMPOS GERAIS;3111606
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;CAPELINHA;3112307
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;CAPELINHA;3112307
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;MG;CARAI;3113008
MUNICIPAL;26/07/2018;FERIADO RELIGIOSO;MG;CARANDAI;3113206
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MG;CARANDAI;3113206
MUNICIPAL;13/12/2018;FERIADO RELIGIOSO;MG;CARANGOLA;3113305
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;CARATINGA;3113404
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;MG;CARLOS CHAGAS;3113701
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;MG;CARMO DO PARANAIBA;3114303
MUNICIPAL;16/07/2018;FERIADO RELIGIOSO;MG;CARMO DO PARANAIBA;3114303
MUNICIPAL;22/05/2018;FERIADO RELIGIOSO;MG;CASSIA;3115102
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;CASSIA;3115102
MUNICIPAL;22/05/2018;FERIADO RELIGIOSO;MG;CATAGUASES;3115300
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;CAXAMBU;3115508
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;CLAUDIO;3116605
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;MG;CONCEICAO DAS ALAGOAS;3117306
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;CONGONHAS;3118007
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MG;CONGONHAS;3118007
MUNICIPAL;08/06/2018;FERIADO RELIGIOSO;MG;CONSELHEIRO LAFAIETE;3118304
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MG;CONSELHEIRO LAFAIETE;3118304
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;MG;CONSELHEIRO PENA;3118403
MUNICIPAL;23/03/2018;FERIADO MUNICIPAL;MG;CONTAGEM;3118601
MUNICIPAL;20/01/2018;FERIADO MUNICIPAL;MG;CORACAO DE JESUS;3118809
MUNICIPAL;29/03/2018;FERIADO MUNICIPAL;MG;CORACAO DE JESUS;3118809
MUNICIPAL;26/07/2018;FERIADO RELIGIOSO;MG;COROMANDEL;3119302
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;COROMANDEL;3119302
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;CORONEL FABRICIANO;3119401
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MG;CURVELO;3120904
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MG;CURVELO;3120904
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MG;DIAMANTINA;3121605
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;DIAMANTINA;3121605
MUNICIPAL;01/06/2018;FERIADO RELIGIOSO;MG;DIVINOPOLIS;3122306
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;DIVINOPOLIS;3122306
MUNICIPAL;13/08/2018;FERIADO RELIGIOSO;MG;DORES DO INDAIA;3123205
MUNICIPAL;15/09/2018;FERIADO RELIGIOSO;MG;DORES DO INDAIA;3123205
MUNICIPAL;22/05/2018;FERIADO RELIGIOSO;MG;ESMERALDAS;3124104
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;MG;ESPERA FELIZ;3124203
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;MG;ESPINOSA;3124302
MUNICIPAL;24/06/2018;FERIADO MUNICIPAL;MG;ESPINOSA;3124302
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MG;ESPINOSA;3124302
MUNICIPAL;22/05/2018;FERIADO MUNICIPAL;MG;EXTREMA;3125101
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;FORMIGA;3126109
MUNICIPAL;16/07/2018;FERIADO RELIGIOSO;MG;FRUTAL;3127107
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MG;GOVERNADOR VALADARES;3127701
MUNICIPAL;29/09/2018;FERIADO RELIGIOSO;MG;GUANHAES;3128006
MUNICIPAL;15/09/2018;FERIADO MUNICIPAL;MG;GUAXUPE;3128709
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;IBIA;3129509
MUNICIPAL;19/10/2018;FERIADO RELIGIOSO;MG;IBIA;3129509
MUNICIPAL;27/11/2018;FERIADO RELIGIOSO;MG;IBIRITE;3129806
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;IPATINGA;3131307
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;ITABIRA;3131703
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;ITABIRITO;3131901
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MG;ITABIRITO;3131901
MUNICIPAL;19/03/2018;FERIADO MUNICIPAL;MG;ITAJUBA;3132404
MUNICIPAL;15/08/2018;FERIADO MUNICIPAL;MG;ITAJUBA;3132404
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;ITAMARANDIBA;3132503
MUNICIPAL;02/08/2018;FERIADO RELIGIOSO;MG;ITAMBACURI;3132701
MUNICIPAL;04/10/2018;FERIADO MUNICIPAL;MG;ITAMBACURI;3132701
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;MG;ITAOBIM;3133303
MUNICIPAL;16/08/2018;FERIADO MUNICIPAL;MG;ITAOBIM;3133303
MUNICIPAL;26/07/2018;FERIADO RELIGIOSO;MG;ITAUNA;3133808
MUNICIPAL;15/08/2018;FERIADO MUNICIPAL;MG;ITAUNA;3133808
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;MG;ITUIUTABA;3134202
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;ITUIUTABA;3134202
MUNICIPAL;22/05/2018;FERIADO RELIGIOSO;MG;ITURAMA;3134400
MUNICIPAL;23/08/2018;FERIADO RELIGIOSO;MG;ITURAMA;3134400
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MG;JACUTINGA;3134905
MUNICIPAL;24/06/2018;FERIADO MUNICIPAL;MG;JAIBA;3135050
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;JAIBA;3135050
MUNICIPAL;08/06/2018;FERIADO RELIGIOSO;MG;JANAUBA;3135100
MUNICIPAL;24/06/2018;FERIADO MUNICIPAL;MG;JANAUBA;3135100
MUNICIPAL;24/06/2018;FERIADO MUNICIPAL;MG;JANUARIA;3135209
MUNICIPAL;15/09/2018;FERIADO RELIGIOSO;MG;JANUARIA;3135209
MUNICIPAL;29/09/2018;FERIADO RELIGIOSO;MG;JEQUITINHONHA;3135803
MUNICIPAL;08/12/2018;FERIADO MUNICIPAL;MG;JOAO MONLEVADE;3136207
MUNICIPAL;26/07/2018;FERIADO RELIGIOSO;MG;JOAO PINHEIRO;3136306
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;MG;JUIZ DE FORA;3136702
MUNICIPAL;04/11/2018;FERIADO RELIGIOSO;MG;LAGOA DA PRATA;3137205
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;MG;LAGOA SANTA;3137601
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;MG;LAGOA SANTA;3137601
MUNICIPAL;26/07/2018;FERIADO RELIGIOSO;MG;LAVRAS;3138203
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;MG;LEOPOLDINA;3138401
MUNICIPAL;28/08/2018;FERIADO RELIGIOSO;MG;MACHADO;3139003
MUNICIPAL;22/05/2018;FERIADO RELIGIOSO;MG;MALACACHETA;3139201
MUNICIPAL;10/08/2018;FERIADO RELIGIOSO;MG;MANHUACU;3139409
