tipo;data;descricao;uf;município;codigo ibge
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;BA;JEQUIE;2918001
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;BA;JEQUIE;2918001
MUNICIPAL;08/09/2018;FERIADO RELIGIOSO;BA;JUAZEIRO;2918407
MUNICIPAL;28/01/2018;FERIADO RELIGIOSO;BA;LIVRAMENTO DE NOSSA SENHORA;2919504
MUNICIPAL;06/08/2018;FERIADO RELIGIOSO;BA;LIVRAMENTO DE NOSSA SENHORA;2919504
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;BA;LIVRAMENTO DE NOSSA SENHORA;2919504
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;BA;MEDEIROS NETO;2921104
MUNICIPAL;21/05/2018;FERIADO RELIGIOSO;BA;MORRO DO CHAPEU;2921708
MUNICIPAL;08/09/2018;FERIADO RELIGIOSO;BA;MORRO DO CHAPEU;2921708
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;BA;MUCURI;2922003
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;BA;MUCURI;2922003
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;BA;MURITIBA;2922300
MUNICIPAL;16/08/2018;FERIADO RELIGIOSO;BA;MUTUIPE;2922409
MUNICIPAL;02/02/2018;FERIADO RELIGIOSO;BA;NAZARE;2922508
MUNICIPAL;16/08/2018;FERIADO RELIGIOSO;BA;NAZARE;2922508
MUNICIPAL;03/05/2018;FERIADO RELIGIOSO;BA;OLIVEIRA DOS BREJINHOS;2923209
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;BA;OLIVEIRA DOS BREJINHOS;2923209
MUNICIPAL;08/09/2018;FERIADO RELIGIOSO;BA;OLIVEIRA DOS BREJINHOS;2923209
MUNICIPAL;08/09/2018;FERIADO RELIGIOSO;BA;PALMAS DE MONTE ALTO;2923407
MUNICIPAL;02/02/2018;FERIADO RELIGIOSO;BA;PARAMIRIM;2923605
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;BA;PARAMIRIM;2923605
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;BA;PARATINGA;2923704
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;BA;PARATINGA;2923704
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;BA;PAULO AFONSO;2924009
MUNICIPAL;04/10/2018;FERIADO RELIGIOSO;BA;PAULO AFONSO;2924009
MUNICIPAL;22/05/2018;FERIADO RELIGIOSO;BA;PLANALTO;2925006
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;BA;PLANALTO;2925006
MUNICIPAL;18/05/2018;FERIADO RELIGIOSO;BA;POCOES;2925105
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;BA;PORTO SEGURO;2925303
MUNICIPAL;08/09/2018;FERIADO MUNICIPAL;BA;PORTO SEGURO;2925303
MUNICIPAL;02/02/2018;FERIADO RELIGIOSO;BA;PRADO;2925501
MUNICIPAL;02/04/2018;FERIADO RELIGIOSO;BA;PRADO;2925501
MUNICIPAL;16/08/2018;FERIADO RELIGIOSO;BA;PRESIDENTE TANCREDO NEVES;2925758
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;BA;QUEIMADAS;2925808
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;BA;RIACHAO DO JACUIPE;2926301
MUNICIPAL;16/08/2018;FERIADO RELIGIOSO;BA;RIACHAO DO JACUIPE;2926301
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;BA;RIACHAO DO JACUIPE;2926301
MUNICIPAL;15/10/2018;FERIADO RELIGIOSO;BA;RIBEIRA DO POMBAL;2926608
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;BA;RUY BARBOSA;2927200
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;BA;RUY BARBOSA;2927200
MUNICIPAL;08/09/2018;FERIADO RELIGIOSO;BA;SANTA MARIA DA VITORIA;2928109
MUNICIPAL;22/05/2018;FERIADO RELIGIOSO;BA;SANTA RITA DE CASSIA;2928406
MUNICIPAL;01/11/2018;FERIADO RELIGIOSO;BA;SANTA RITA DE CASSIA;2928406
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;BA;SANTO ANTONIO DE JESUS;2928703
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;BA;SANTO ANTONIO DE JESUS;2928703
MUNICIPAL;26/12/2018;FERIADO RELIGIOSO;BA;SANTO ESTEVAO;2928802
MUNICIPAL;03/05/2018;FERIADO RELIGIOSO;BA;SAO FELIPE;2929107
MUNICIPAL;18/05/2018;FERIADO RELIGIOSO;BA;SAO FELIX;2929008
MUNICIPAL;24/06/2018;FERIADO MUNICIPAL;BA;SAO FELIX;2929008
MUNICIPAL;04/10/2018;FERIADO RELIGIOSO;BA;SAO FELIX DO CORIBE;2929057
MUNICIPAL;20/01/2018;FERIADO RELIGIOSO;BA;SEABRA;2929909
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;BA;SEABRA;2929909
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;BA;SEABRA;2929909
MUNICIPAL;17/01/2018;FERIADO RELIGIOSO;BA;SENHOR DO BONFIM;2930105
MUNICIPAL;24/06/2018;FERIADO MUNICIPAL;BA;SENHOR DO BONFIM;2930105
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;BA;SERRINHA;2930501
MUNICIPAL;26/07/2018;FERIADO RELIGIOSO;BA;SERRINHA;2930501
MUNICIPAL;26/07/2018;FERIADO MUNICIPAL;BA;SOBRADINHO;2930774
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;BA;TEIXEIRA DE FREITAS;2931350
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;BA;TUCANO;2931905
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;BA;UBAITABA;2932200
MUNICIPAL;24/06/2018;FERIADO MUNICIPAL;BA;UBAITABA;2932200
MUNICIPAL;24/06/2018;FERIADO MUNICIPAL;BA;VALENCA;2932903
MUNICIPAL;08/11/2018;FERIADO RELIGIOSO;BA;VALENCA;2932903
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;BA;VALENTE;2933000
MUNICIPAL;14/09/2018;FERIADO RELIGIOSO;BA;VERA CRUZ;2933208
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;BA;VITORIA DA CONQUISTA;2933307
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;BA;VITORIA DA CONQUISTA;2933307
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;BA;XIQUE-XIQUE;2933604
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;BA;XIQUE-XIQUE;2933604
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;CE;ACOPIARA;2300309
MUNICIPAL;04/10/2018;FERIADO RELIGIOSO;CE;ACOPIARA;2300309
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;CE;AMONTADA;2300754
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;CE;AQUIRAZ;2301000
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;CE;AQUIRAZ;2301000
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;CE;ARACATI;2301109
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;CE;ARARIPE;2301307
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;CE;ARARIPE;2301307
MUNICIPAL;05/11/2018;FERIADO RELIGIOSO;CE;ARARIPE;2301307
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;CE;BARBALHA;2301901
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;CE;BARRO;2302008
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;CE;BATURITE;2302107
MUNICIPAL;13/12/2018;FERIADO RELIGIOSO;CE;BATURITE;2302107
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;CE;BEBERIBE;2302206
MUNICIPAL;16/07/2018;FERIADO RELIGIOSO;CE;BEBERIBE;2302206
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;CE;BELA CRUZ;2302305
MUNICIPAL;04/10/2018;FERIADO RELIGIOSO;CE;BREJO SANTO;2302503
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;CE;CAMOCIM;2302602
MUNICIPAL;04/10/2018;FERIADO RELIGIOSO;CE;CAMOCIM;2302602
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;CE;CARIRE;2303105
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;CE;CARIRIACU;2303204
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;CE;CASCAVEL;2303501
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;CE;CAUCAIA;2303709
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;CE;CAUCAIA;2303709
MUNICIPAL;15/09/2018;FERIADO RELIGIOSO;CE;COREAU;2304004
MUNICIPAL;29/03/2018;FERIADO MUNICIPAL;CE;CRATEUS;2304103
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;CE;CRATO;2304202
MUNICIPAL;06/04/2018;FERIADO MUNICIPAL;CE;CRUZ;2304251
MUNICIPAL;04/10/2018;FERIADO MUNICIPAL;CE;CRUZ;2304251
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;CE;FORTALEZA;2304400
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;CE;FORTALEZA;2304400
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;CE;GUARACIABA DO NORTE;2305001
MUNICIPAL;18/12/2018;FERIADO RELIGIOSO;CE;ICO;2305407
MUNICIPAL;19/03/2018;FERIADO MUNICIPAL;CE;IGUATU;2305506
MUNICIPAL;26/07/2018;FERIADO RELIGIOSO;CE;IGUATU;2305506
MUNICIPAL;13/05/2018;FERIADO RELIGIOSO;CE;IPUEIRAS;2305902
MUNICIPAL;04/10/2018;FERIADO RELIGIOSO;CE;IPUEIRAS;2305902
MUNICIPAL;08/12/2018;FERIADO RELIGIOSO;CE;IPUEIRAS;2305902
MUNICIPAL;21/06/2018;FERIADO RELIGIOSO;CE;IRAUCUBA;2306108
MUNICIPAL;04/10/2018;FERIADO RELIGIOSO;CE;ITAPAJE;2306306
MUNICIPAL;24/09/2018;FERIADO RELIGIOSO;CE;ITAPIPOCA;2306405
MUNICIPAL;24/06/2018;FERIADO RELIGIOSO;CE;ITAREMA;2306553
MUNICIPAL;02/02/2018;FERIADO RELIGIOSO;CE;JAGUARIBE;2306900
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;CE;MARACANAU;2307650
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;CE;MARACANAU;2307650
MUNICIPAL;18/07/2018;FERIADO MUNICIPAL;CE;MAURITI;2308104
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;CE;MILAGRES;2308302
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;CE;MISSAO VELHA;2308401
MUNICIPAL;27/06/2018;FERIADO RELIGIOSO;CE;MOMBACA;2308500
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;CE;MOMBACA;2308500
MUNICIPAL;18/05/2018;FERIADO MUNICIPAL;CE;MORADA NOVA;2308708
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;CE;NOVA RUSSAS;2309300
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;CE;OCARA;2309458
MUNICIPAL;22/08/2018;FERIADO RELIGIOSO;CE;OROS;2309508
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;CE;PACATUBA;2309706
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;CE;PACATUBA;2309706
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;CE;PARACURU;2310209
MUNICIPAL;01/11/2018;FERIADO RELIGIOSO;CE;PARAIPABA;2310258
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;CE;PARAMBU;2310308
MUNICIPAL;29/06/2018;FERIADO RELIGIOSO;CE;PEDRA BRANCA;2310506
MUNICIPAL;13/11/2018;FERIADO RELIGIOSO;CE;PEDRA BRANCA;2310506
MUNICIPAL;04/10/2018;FERIADO RELIGIOSO;CE;PENTECOSTE;2310704
MUNICIPAL;18/03/2018;FERIADO RELIGIOSO;CE;QUIXADA;2311306
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;CE;QUIXADA;2311306
MUNICIPAL;13/06/2018;FERIADO RELIGIOSO;CE;QUIXERAMOBIM;2311405
MUNICIPAL;22/05/2018;FERIADO RELIGIOSO;CE;SANTA QUITERIA;2312205
MUNICIPAL;04/10/2018;FERIADO MUNICIPAL;CE;SANTA QUITERIA;2312205
MUNICIPAL;26/07/2018;FERIADO RELIGIOSO;CE;SANTANA DO ACARAU;2312007
MUNICIPAL;13/05/2018;FERIADO RELIGIOSO;CE;SAO BENEDITO;2312304
MUNICIPAL;04/10/2018;FERIADO RELIGIOSO;CE;SAO BENEDITO;2312304
MUNICIPAL;19/03/2018;FERIADO RELIGIOSO;CE;SENADOR POMPEU;2312700
MUNICIPAL;26/07/2018;FERIADO RELIGIOSO;CE;TIANGUA;2313401
MUNICIPAL;04/10/2018;FERIADO RELIGIOSO;CE;TIANGUA;2313401
MUNICIPAL;11/04/2018;FERIADO MUNICIPAL;CE;UBAJARA;2313609
MUNICIPAL;15/08/2018;FERIADO RELIGIOSO;CE;VICOSA DO CEARA;2314102
MUNICIPAL;20/01/2018;FERIADO MUNICIPAL;ES;AFONSO CLAUDIO;3200102
